REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
153,2026,06,1,48,7,01,1,2,6,1,1,,,2,3,19,07,34,,,,80,80,2,80,80,0,,0,0,0,4,12,,1500,3,1,2,4,,,,,,,,,,,,,,,,,2,03,,785
154,2026,06,1,59,9,02,4,1,6,2,1,,,2,1,09,08,38,,,,400,400,1,400,400,0,,0,0,0,,37,,2650,3,1,3,3,,,,,,,,,,,,,,,,,1,06,,433
155,2026,06,1,24,1,04,,1,2,5,1,,,2,2,14,03,12,,,,375,375,1,375,375,0,,0,0,0,,96,,4100,3,1,3,4,,,,,,,,,,,,,,,,,1,06,1,459
156,2026,06,1,35,0,06,,2,1,5,1,,,1,3,16,01,02,,,,500,600,1,500,600,0,,0,100,100,,240,,6346,3,1,2,4,,,,,,,,,,,,,,,,,1,03,3,278
157,2026,06,1,35,0,04,,1,2,2,1,,,2,3,08,10,43,,,,400,400,1,400,400,0,,0,0,0,,7,,3000,1,1,3,4,,,,,,,,,,,,,,,,,1,06,1,329
158,2026,06,4,12,0,12,,2,3,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,,,,,,,,,,,01,,130
159,2026,06,4,59,0,12,,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,526
160,2026,06,3,13,0,01,2,1,6,1,,1,2,2,3,01,09,40,,,,,,,,,,,,,,,,1,,,,,,12,6,1,4,09,12,2,,1,1,1,,,3,,,1,03,,73
161,2026,06,4,46,0,11,,2,2,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,05,,160
162,2026,06,3,35,0,04,,1,6,5,,1,1,2,3,08,03,10,,,,,,,,,,,,,,,,50,,,,,,16,2,1,4,12,5,2,,,,1,,,1,,,1,18,,216
163,2026,06,2,35,0,05,,2,2,4,1,,,1,2,17,04,16,2,28,2,300,0,1,300,0,,,,,,,8,,4000,1,1,3,3,,,,,,,,,,,,,,,,,1,03,1,171
164,2026,06,4,35,0,01,1,2,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,,177
165,2026,06,1,24,0,09,,2,2,4,1,,,2,3,18,07,34,,,,400,400,1,400,400,0,,0,0,0,,97,,1700,3,2,2,2,,,,,,,,,,,,,,,,,1,02,,101
166,2026,06,4,35,0,11,,2,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,11,,162
167,2026,06,2,35,0,10,,2,2,4,1,,,6,3,12,02,05,0,1,,50,0,2,50,0,,,,,,3,198,,,,,,,,,,,,,,,,,,,,,,,1,08,,296
168,2026,06,1,35,0,06,,1,2,3,1,,,2,1,20,08,35,,,,400,460,1,400,460,0,,60,0,60,,38,,3600,3,3,1,1,,,,,,,,,,,,,,,,,1,02,,327
169,2026,06,1,46,6,08,,1,1,5,1,,,6,2,17,04,15,,,,600,400,1,600,400,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,1,03,3,235
170,2026,06,4,59,0,12,,2,1,4,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,527
171,2026,06,1,35,4,04,,1,2,5,1,,,2,3,17,05,21,,,,425,425,1,425,425,0,,0,0,0,,22,,2500,3,1,1,1,,,,,,,,,,,,,,,,,1,05,,228
172,2026,06,1,59,9,03,5,1,6,5,1,,,2,3,10,07,33,,,,400,400,1,400,400,0,,0,0,0,,13,,3846,3,1,1,1,,,,,,,,,,,,,,,,,1,04,,303
173,2026,06,1,35,0,02,4,1,6,5,1,,,2,3,20,07,34,,,,325,325,1,325,325,0,,0,0,0,,3,,2200,3,1,3,4,,,,,,,,,,,,,,,,,1,18,,269
174,2026,06,4,35,4,04,,2,1,4,,1,1,2,1,09,02,06,,,,,,,,,,,,,,,,30,,,,,,,,,2,02,10,,,,,,,,,,,1,06,1,453
175,2026,06,4,24,0,11,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,11,,143
176,2026,06,1,48,0,06,,2,5,4,1,,,6,3,20,07,32,,,,350,370,1,350,370,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,1,14,3,190
177,2026,06,1,59,9,10,,1,1,6,1,,,5,2,12,02,05,,,,400,400,1,400,400,,,,,,,214,,,,,,,,,,,,,,,,,,,,,,,1,04,4,1249
178,2026,06,4,24,0,12,,2,2,4,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,147
179,2026,06,4,35,0,12,,1,2,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,08,,156
180,2026,06,1,48,7,12,,1,1,6,1,,,2,2,11,08,35,,,,400,480,1,400,480,0,,80,0,80,,47,,4800,3,1,2,4,,,,,,,,,,,,,,,,,,02,,782
181,2026,06,4,35,3,01,2,1,6,1,,1,2,2,3,10,08,37,,,,,,,,,,,,,,,,6,,,,,,,,,3,05,4,1,,,,,,,,,,2,03,,651
182,2026,06,4,11,0,10,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,1,05,,53
183,2026,06,1,10,0,12,,2,1,2,1,,,2,3,20,07,34,,,,300,300,1,300,300,0,,0,0,0,,118,,2165,3,1,1,1,,,,,,,,,,,,,,,,,,02,,50
184,2026,06,4,59,0,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,11,,414
185,2026,06,1,59,0,02,3,1,6,2,1,,,2,3,06,08,38,,,,300,240,1,300,240,0,,0,0,0,,5,,2500,3,3,2,2,,,,,,,,,,,,,,,,,1,01,,115
186,2026,06,1,59,0,03,6,2,6,4,1,,,2,3,16,06,30,,,,400,400,1,400,400,0,,0,0,0,,142,,2425,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,177
187,2026,06,4,35,0,12,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,75
188,2026,06,1,24,2,11,,2,6,2,1,,,2,3,14,02,07,,,,375,375,1,375,375,0,,0,0,0,,240,,5128,3,1,4,4,,,,,,,,,,,,,,,,,,01,,184
189,2026,06,4,35,4,02,4,2,6,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,2,18,,236
190,2026,06,4,59,0,07,,2,1,6,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,1,06,1,180
191,2026,06,1,24,0,02,4,1,6,4,1,,,1,3,17,05,24,,,,350,370,1,350,370,0,,20,0,20,,74,,2300,1,1,4,4,,,,,,,,,,,,,,,,,1,01,,139
192,2026,06,2,10,0,10,,1,2,5,1,,,2,3,14,03,12,1,2,1,350,0,1,350,0,,,,,,,31,,4825,1,1,2,4,,,,,,,,,,,,,,,,,1,05,,53
193,2026,06,1,35,4,05,,1,6,5,2,,,2,3,08,07,33,,,,400,400,1,450,400,0,,0,0,0,,50,,3846,2,1,3,4,,,,,,,,,,,,,,,,,1,01,,201
194,2026,06,1,35,0,09,,1,4,4,1,,,2,2,08,08,38,,,,400,480,1,400,480,0,,80,0,80,,125,,3100,3,1,4,4,,,,,,,,,,,,,,,,,1,18,,229
195,2026,06,1,35,0,12,,1,5,6,2,,,1,3,16,05,20,,,,40,50,2,60,50,0,,0,10,10,5,240,,8800,1,3,4,4,,,,,,,,,,,,,,,,,,01,,651
196,2026,06,1,35,5,05,,1,1,6,1,,,2,1,18,03,12,,,,375,375,1,375,375,0,,0,0,0,,66,,6667,3,1,4,4,,,,,,,,,,,,,,,,,1,03,1,720
197,2026,06,4,46,0,12,,2,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,05,,38
198,2026,06,1,47,0,06,,1,4,3,1,,,2,3,06,08,36,,,,400,400,1,400,400,0,,0,0,0,,240,,2500,3,1,1,1,,,,,,,,,,,,,,,,,1,14,2,125
199,2026,06,1,35,0,08,,1,1,3,1,,,2,3,11,08,35,,,,450,480,1,450,480,0,,30,0,30,,173,,3120,3,1,3,4,,,,,,,,,,,,,,,,,1,02,,289
200,2026,06,4,35,4,12,,2,6,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,18,,726
201,2026,06,4,35,4,12,,1,4,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,392
202,2026,06,1,24,0,06,,2,1,5,1,,,1,1,17,04,17,,,,400,400,1,400,400,0,,0,0,0,,25,,3500,1,1,3,3,,,,,,,,,,,,,,,,,1,03,2,185
203,2026,06,1,47,0,06,,1,1,4,1,,,3,3,01,01,04,,,,800,700,1,800,700,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,03,2,81
204,2026,06,4,35,4,12,,2,5,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,128
205,2026,06,4,35,0,09,,1,6,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,1,01,,417
206,2026,06,4,35,4,09,,1,1,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,1,12,3,1014
207,2026,06,4,24,0,09,,1,1,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,1,09,1,199
208,2026,06,1,35,0,07,,1,2,2,1,,,3,3,06,01,04,,,,140,140,2,140,140,,,,,,7,39,,,,,,,,,,,,,,,,,,,,,,,1,03,2,969
209,2026,06,1,24,2,07,,2,1,5,1,,,2,2,14,03,11,,,,400,400,1,400,400,0,,0,0,0,,44,,4000,3,1,3,4,,,,,,,,,,,,,,,,,1,03,3,1069
210,2026,06,1,35,4,09,,2,1,2,1,,,3,2,19,01,03,,,,400,400,1,400,400,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,1,04,4,95
211,2026,06,1,35,0,07,,1,1,2,1,,,2,2,15,07,34,,,,400,400,1,400,400,0,,0,0,0,,18,,2500,3,1,1,1,,,,,,,,,,,,,,,,,1,06,2,304
212,2026,06,1,35,0,11,,2,5,4,1,,,1,3,16,05,20,,,,350,350,1,350,350,0,,0,0,0,,42,,2950,1,1,2,2,,,,,,,,,,,,,,,,,,01,,274
213,2026,06,1,35,4,06,,2,1,6,1,,,1,2,16,01,02,,,,375,465,1,375,465,0,,0,90,90,,240,,6154,2,1,3,4,,,,,,,,,,,,,,,,,1,03,2,338
214,2026,06,1,59,0,08,,1,2,2,1,,,2,3,10,07,34,,,,400,400,1,400,400,0,,0,0,0,,240,,2100,3,1,2,2,,,,,,,,,,,,,,,,,1,02,,308
215,2026,06,4,35,0,01,1,2,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,92
216,2026,06,1,10,0,02,3,1,6,2,1,,,1,3,21,03,13,,,,400,400,1,400,400,0,,0,0,0,,2,,1800,3,3,2,4,,,,,,,,,,,,,,,,,3,04,,92
217,2026,06,1,59,9,06,,2,2,1,1,,,2,3,17,05,24,,,,350,275,1,350,275,75,2,0,0,0,,30,,2600,3,4,1,2,,,,,,,,,,,,,,,,,1,03,2,348
218,2026,06,4,59,9,01,2,2,6,2,,1,2,2,3,18,07,34,,,,,,,,,,,,,,,,6,,,,,,,,,0,06,9,,,,,,,,,4,,2,03,,387
219,2026,06,1,35,4,04,,2,6,2,1,,,2,3,08,07,32,,,,400,400,1,400,400,0,,0,0,0,,30,,2000,3,1,2,3,,,,,,,,,,,,,,,,,1,18,,184
220,2026,06,1,35,0,08,,1,1,3,1,,,3,3,06,08,35,,,,400,450,1,400,450,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,1,04,4,312
221,2026,06,1,48,7,05,,1,2,2,1,,,2,3,04,03,13,,,,400,400,1,400,400,0,,0,0,0,,46,,6490,3,1,4,4,,,,,,,,,,,,,,,,,1,03,2,789
222,2026,06,1,35,0,06,,2,1,5,1,,,2,3,12,07,33,,,,150,150,2,150,150,0,,0,0,0,3,57,,2500,3,1,1,4,,,,,,,,,,,,,,,,,1,03,2,322
223,2026,06,1,48,8,01,2,2,6,2,1,,,2,3,15,07,34,,,,250,320,2,250,320,0,,0,0,0,7,12,,1900,3,4,1,1,,,,,,,,,,,,,,,,,1,01,,1147
224,2026,06,4,10,0,12,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,69
225,2026,06,1,35,4,06,,2,1,6,1,,,4,2,14,03,11,,,,400,400,1,400,400,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,1,03,2,503
226,2026,06,1,59,9,04,,1,6,5,1,,,2,1,14,01,02,,,,400,600,1,400,600,0,,0,200,200,,14,,8894,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,574
227,2026,06,4,35,4,12,,1,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,,,11,,151
228,2026,06,1,59,9,06,,1,4,6,1,,,1,1,16,03,11,,,,350,350,1,350,350,0,,0,0,0,,15,,5907,3,1,3,3,,,,,,,,,,,,,,,,,1,14,2,412
229,2026,06,2,24,0,07,,2,6,4,1,,,2,3,02,03,13,0,1,1,500,0,1,500,0,,,,,,,50,,4200,3,2,1,1,,,,,,,,,,,,,,,,,1,01,,177
230,2026,06,1,35,0,08,,1,1,2,1,,,2,3,09,07,33,,,,400,400,1,400,400,0,,0,0,0,,110,,2481,3,1,1,2,,,,,,,,,,,,,,,,,1,02,,159
231,2026,06,1,24,2,06,,2,1,4,1,,,2,2,14,03,13,,,,400,400,1,400,400,0,,0,0,0,,37,,4808,3,1,4,4,,,,,,,,,,,,,,,,,1,03,2,921
232,2026,06,4,35,0,11,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,11,,309
233,2026,06,1,35,4,03,5,1,6,6,1,,,6,3,11,08,38,,,,150,150,2,150,150,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,2,04,,163
234,2026,06,4,35,4,05,,2,1,6,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,06,1,1113
235,2026,06,2,12,0,10,,2,6,2,1,,,2,3,19,07,32,1,2,2,300,0,1,300,0,,,,,,,226,,2209,1,2,3,3,,,,,,,,,,,,,,,,,1,01,,122
236,2026,06,4,47,0,12,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,158
237,2026,06,1,35,0,08,,1,1,2,1,,,2,3,10,02,09,,,,400,400,1,400,400,0,,0,0,0,,240,,3365,3,1,1,1,,,,,,,,,,,,,,,,,1,03,2,259
238,2026,06,3,48,7,06,,2,1,6,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,20,5,1,,,,2,,,1,1,,,2,,,1,06,2,929
239,2026,06,4,59,0,05,,2,1,2,,1,1,2,1,19,07,34,,,,,,,,,,,,,,,,9,,,,,,,,,2,02,5,,,,,,,,,,,1,06,1,77
240,2026,06,4,59,0,01,2,1,6,1,,1,1,2,3,06,08,38,,,,,,,,,,,,,,,,2,,,,,,,,,3,05,11,2,,,,,,,,,,2,06,,256
241,2026,06,4,59,0,12,,1,6,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,263
242,2026,06,1,46,6,05,,2,2,4,1,,,2,3,19,02,08,,,,300,300,1,300,300,0,,0,0,0,,238,,2300,3,1,3,3,,,,,,,,,,,,,,,,,3,03,1,137
243,2026,06,1,59,9,09,,2,1,1,1,,,2,2,07,02,09,,,,70,70,2,70,70,0,,0,0,0,3,222,,3297,3,1,1,1,,,,,,,,,,,,,,,,,1,18,,608
244,2026,06,1,59,9,06,,2,6,4,2,,,6,3,17,04,17,,,,200,250,2,235,285,,,,,,5,18,,,,,,,,,,,,,,,,,,,,,,,1,01,,332
245,2026,06,3,24,2,08,,2,1,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,7,1,,,75,2,,1,1,1,1,,2,,,1,06,2,870
246,2026,06,4,59,0,12,,1,5,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,18,,167
247,2026,06,4,13,0,03,5,2,2,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,1,10,,101
248,2026,06,1,35,0,05,,2,1,5,1,,,5,3,16,01,03,,,,400,400,1,400,400,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,1,02,,512
249,2026,06,4,59,0,12,,2,5,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,,01,,198
250,2026,06,1,12,0,10,,1,1,2,1,,,1,3,16,07,34,,,,350,350,1,350,350,0,,0,0,0,,193,,2321,1,1,3,4,,,,,,,,,,,,,,,,,1,02,,119
251,2026,06,3,48,8,02,3,1,6,2,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,52,5,1,,,,2,,1,1,1,,,3,,,1,01,,990
252,2026,06,4,35,0,11,,1,6,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,01,,227
253,2026,06,4,46,0,09,,2,1,5,,1,2,1,3,21,02,08,,,,,,,,,,,,,,,,36,,,,,,,,,2,04,3,,,,,,,,,,,1,05,,88
254,2026,06,4,12,0,11,,2,3,4,,1,1,2,3,17,04,16,,,,,,,,,,,,,,,,9,,,,,,,,,5,07,12,,,,,,,,,,,,01,,172
255,2026,06,1,11,0,09,,2,1,5,1,,,1,3,21,05,19,,,,375,150,1,375,150,225,3,0,0,0,,30,,7244,2,1,1,1,,,,,,,,,,,,,,,,,1,02,,41
256,2026,06,1,47,0,09,,2,1,1,1,,,2,3,17,07,32,,,,142,142,2,142,142,0,,0,0,0,5,143,,1864,3,1,1,1,,,,,,,,,,,,,,,,,1,18,,226
257,2026,06,1,35,0,09,,1,1,4,1,,,2,1,07,10,42,,,,400,400,1,400,400,0,,0,0,0,,105,,2600,1,1,3,3,,,,,,,,,,,,,,,,,1,02,,107
258,2026,06,4,47,0,04,,2,1,4,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,06,1,114
259,2026,06,1,24,0,04,,1,1,4,1,,,2,1,14,01,02,,,,375,375,1,375,375,0,,0,0,0,,87,,7179,3,1,2,4,,,,,,,,,,,,,,,,,1,03,1,262
260,2026,06,1,10,0,02,3,1,6,4,1,,,2,3,06,08,35,,,,450,450,1,450,450,0,,0,0,0,,22,,2400,3,1,2,2,,,,,,,,,,,,,,,,,1,15,,70
261,2026,06,4,35,0,12,,1,1,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,11,,390
262,2026,06,1,24,2,06,,2,1,5,1,,,2,2,14,02,07,,,,375,375,1,375,375,0,,0,0,0,,37,,4122,3,1,2,2,,,,,,,,,,,,,,,,,1,03,3,839
263,2026,06,1,35,0,07,,1,1,1,1,,,2,2,06,08,35,,,,400,415,1,400,415,0,,15,0,15,,102,,2585,3,1,2,2,,,,,,,,,,,,,,,,,1,06,2,216
264,2026,06,1,59,0,08,,2,3,5,2,,,2,2,16,01,02,,,,400,400,1,450,450,0,,0,0,0,,4,,3606,3,1,1,3,,,,,,,,,,,,,,,,,1,01,,159
265,2026,06,1,24,0,04,,1,1,5,1,,,2,3,19,07,31,,,,400,360,1,400,360,0,,0,0,0,,10,,2400,3,1,3,3,,,,,,,,,,,,,,,,,1,02,,147
266,2026,06,2,47,0,09,,1,6,2,1,,,1,3,21,05,23,3,1,1,400,0,1,400,0,,,,,,,240,,2400,1,1,4,4,,,,,,,,,,,,,,,,,1,01,,220
267,2026,06,1,13,0,04,,1,6,2,1,,,2,3,17,07,34,,,,540,480,1,540,480,0,,0,0,0,,35,,2500,1,1,2,2,,,,,,,,,,,,,,,,,1,11,,93
268,2026,06,1,10,0,01,2,2,6,2,1,,,2,3,18,06,30,,,,200,200,2,200,200,0,,0,0,0,0,22,,1800,3,4,2,4,,,,,,,,,,,,,,,,,1,04,,90
269,2026,06,4,35,4,07,,2,1,5,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,,1,12,3,786
270,2026,06,1,35,5,02,4,2,6,5,1,,,2,3,10,07,33,,,,50,100,2,50,100,0,,0,0,0,6,48,,1760,3,1,1,3,,,,,,,,,,,,,,,,,1,03,,398
271,2026,06,1,24,0,04,,2,2,5,1,,,1,3,16,05,20,,,,320,320,1,320,320,0,,0,0,0,,78,,4567,1,1,4,4,,,,,,,,,,,,,,,,,1,09,1,97
272,2026,06,4,13,0,10,,1,5,4,,1,1,2,3,15,08,38,,,,,,,,,,,,,,,,116,,,,,,,,,5,07,7,,,,,,,,,,,1,01,,103
273,2026,06,4,24,0,12,,1,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,11,,777
274,2026,06,1,47,0,06,,2,1,4,1,,,2,3,10,01,03,,,,160,160,2,160,160,0,,0,0,0,6,65,,1800,3,1,1,1,,,,,,,,,,,,,,,,,1,03,2,156
275,2026,06,1,10,0,02,4,2,6,3,1,,,2,1,10,07,34,,,,130,130,2,130,130,0,,0,0,0,4,5,,1600,3,4,3,4,,,,,,,,,,,,,,,,,2,15,,61
276,2026,06,1,59,0,06,,1,1,2,1,,,3,3,06,01,04,,,,400,400,1,400,400,,,,,,,121,,,,,,,,,,,,,,,,,,,,,,,1,03,2,76
277,2026,06,4,24,0,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,11,,73
278,2026,06,4,59,9,12,,1,3,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,,,,,,,,,,,,01,,1085
279,2026,06,4,46,0,04,,2,1,2,,1,2,1,1,17,04,18,,,,,,,,,,,,,,,,34,,,,,,,,,2,03,2,,,,,,,,,,,1,06,1,80
280,2026,06,1,59,9,11,,2,3,6,1,,,1,3,12,02,07,,,,375,375,1,375,375,0,,0,0,0,,240,,12615,2,1,2,4,,,,,,,,,,,,,,,,,,01,,1319
281,2026,06,1,35,4,08,,2,2,4,1,,,1,2,17,02,07,,,,375,375,1,375,375,0,,0,0,0,,158,,2975,1,1,4,4,,,,,,,,,,,,,,,,,1,10,4,1207
282,2026,06,1,35,4,02,3,2,6,2,1,,,2,2,19,07,34,,,,300,300,1,300,300,0,,0,0,0,,5,,1755,3,1,1,4,,,,,,,,,,,,,,,,,1,15,,181
283,2026,06,1,59,0,03,5,2,6,5,1,,,1,3,21,02,09,,,,350,350,1,350,350,0,,0,0,0,,2,,2500,3,2,2,2,,,,,,,,,,,,,,,,,1,05,,107
284,2026,06,4,47,0,11,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,11,,102
285,2026,06,2,12,0,07,,2,6,4,1,,,2,3,17,07,34,1,6,2,75,0,2,75,0,,,,,,1,28,,1675,3,1,2,2,,,,,,,,,,,,,,,,,1,01,,119
286,2026,06,1,35,4,08,,1,1,6,1,,,2,1,07,03,11,,,,400,400,1,400,400,0,,0,0,0,,128,,8482,3,1,3,4,,,,,,,,,,,,,,,,,1,07,4,189
287,2026,06,1,10,0,08,,1,1,4,1,,,1,3,17,07,34,,,,375,375,1,375,375,0,,0,0,0,,98,,2300,1,1,2,4,,,,,,,,,,,,,,,,,1,03,2,71
288,2026,06,4,47,0,11,,1,6,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,01,,106
289,2026,06,4,12,0,12,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,,,,,,,,,,,11,,151
290,2026,06,1,59,9,10,,2,1,4,1,,,2,3,17,02,09,,,,350,350,1,350,350,0,,0,0,0,,123,,3800,3,1,2,2,,,,,,,,,,,,,,,,,1,08,,923
291,2026,06,4,48,0,12,,1,1,3,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,18,,310
292,2026,06,4,35,4,05,,2,1,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,05,,164
293,2026,06,2,35,0,11,,2,2,2,1,,,2,3,17,02,09,3,72,2,350,0,1,350,0,,,,,,,43,,3376,3,1,2,2,,,,,,,,,,,,,,,,,,08,,286
294,2026,06,4,13,0,10,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,1,11,,101
295,2026,06,1,12,0,05,,1,1,2,1,,,2,1,08,10,43,,,,440,440,1,440,440,0,,0,0,0,,78,,2300,3,1,3,3,,,,,,,,,,,,,,,,,1,06,1,172
296,2026,06,1,59,9,05,,1,6,5,1,,,6,3,18,06,28,,,,600,500,1,600,500,,,,,,,178,,,,,,,,,,,,,,,,,,,,,,,1,01,,238
297,2026,06,4,12,0,12,,2,3,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,122
298,2026,06,2,59,0,01,2,2,6,1,1,,,2,3,19,07,34,3,1,2,300,0,1,300,0,,,,,,,5,,3200,3,3,1,1,,,,,,,,,,,,,,,,,1,04,,252
299,2026,06,1,35,4,10,,1,1,6,1,,,2,2,07,10,41,,,,400,400,1,400,400,0,,0,0,0,,240,,3375,3,1,2,2,,,,,,,,,,,,,,,,,1,02,,305
300,2026,06,1,47,0,03,5,2,1,0,1,,,2,3,01,09,40,,,,400,325,1,400,325,75,2,0,0,0,,35,,1900,3,1,1,1,,,,,,,,,,,,,,,,,1,03,1,141
301,2026,06,4,12,0,11,,1,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,01,,146
302,2026,06,3,35,0,02,4,1,6,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,39,7,2,,,36,2,,1,,1,1,1,3,,,1,15,,352
303,2026,06,1,35,0,06,,1,6,3,1,,,2,3,13,08,38,,,,400,440,1,400,440,0,,40,0,40,,18,,2850,1,1,3,4,,,,,,,,,,,,,,,,,1,18,,200
304,2026,06,1,10,0,08,,1,1,6,1,,,2,3,03,09,39,,,,600,600,1,600,600,0,,0,0,0,,122,,3846,1,1,3,4,,,,,,,,,,,,,,,,,1,03,2,66
